4860019001346;0;4860019001346
4860019001414;0;4860019001414
4603334001529;0;4603334001529
4603934001219;0;4603934001219
4603934000793;0;4603934000793
4603934001455;0;4603934001455
4603934001462;0;4603934001462
4603934000755;0;4603934000755
4603934000786;0;4603934000786
4603934000748;0;4603934000748
4607093920107;0;4607093920107
4603934000779;0;4603934000779
4603934000250;0;4603934000250
4603334000201;0;4603334000201
4603334000737;0;4603334000737
4600494223013;0;4600494223013
4600494509582;0;4600494509582
46494542;0;46494542
4600494509902;0;4600494509902
4600494505713;0;4600494505713
46494139;0;46494139
4600494601408;0;4600494601408
4600494519314;0;4600494519314
4600494600463;0;4600494600463
4600494600494;0;4600494600494
4600494600555;0;4600494600555
4600494600524;0;4600494600524
4600494513893;0;4600494513893
4600494314162;0;4600494314162
4600494000058;0;4600494000058
4600494000393;0;4600494000393
4600494601552;0;4600494601552
4600494601576;0;4600494601576
4600494601590;0;4600494601590
4600494601613;0;4600494601613
4600494505683;0;4600494505683
4600494313165;0;4600494313165
4600494308116;0;4600494308116
4600494310072;0;4600494310072
4600494601323;0;4600494601323
4600494601309;0;4600494601309
4600494600470;0;4600494600470
4600494600531;0;4600494600531
4601201052988;0;4601201052988
4607017216507;0;4607017216507
4607017217122;0;4607017217122
4601201054081;0;4601201054081
4606532003630;0;4606532003630
4606532003029;0;4606532003029
4660003913187;0;4660003913187
8801901021017;0;8801901021017
4604655000017;0;4604655000017
5900950769017;0;5900950769017
5901947070611;0;5901947070611
5901947071526;0;5901947071526
5901947070734;0;5901947070734
5901947071533;0;5901947071533
5900950769048;0;5900950769048
5900950769000;0;5900950769000
5901947071458;0;5901947071458
4606532000189;0;4606532000189
790920155293;0;790920155293
790920155590;0;790920155590
790920155699;0;790920155699
790920155392;0;790920155392
790920155491;0;790920155491
790920155194;0;790920155194
4627074432184;0;4627074432184
4627074431835;0;4627074431835
4627074439886;0;4627074439886
4607030640716;0;4607030640716
00002369287;0;00002369287
4660003913705;0;4660003913705
4660003910612;0;4660003910612
4606532008055;0;4606532008055
4607030881324;0;4607030881324
4606532009472;0;4606532009472
4607004060946;0;4607004060946
4607065374099;0;4607065374099
4607065372699;0;4607065372699
4607065372750;0;4607065372750
4607065372781;0;4607065372781
4607065372712;0;4607065372712
5000159385688;0;5000159385688
4607065379780;0;4607065379780
4011100977624;0;4011100977624
5000159381178;0;5000159381178
4607065000882;0;4607065000882
4607065378691;0;4607065378691
4607065000790;0;4607065000790
4607065000868;0;4607065000868
4011100091108;0;4011100091108
4607065001490;0;4607065001490
