11;22;3;02.08.2017 7:52:28;03.08.2017 8:05:05;3787,85;4568,59;780,74;0
11;22;4;02.08.2017 7:52:28;03.08.2017 8:05:05;0;0;0;0
12;95;5;03.08.2017 8:05:35;04.08.2017 7:58:11;317;377,39;60,39;0
12;95;6;03.08.2017 8:05:35;04.08.2017 7:58:11;105,74;172,51;66,77;0
12;95;7;03.08.2017 8:05:35;04.08.2017 7:58:11;795,68;893,61;97,93;0
12;95;8;03.08.2017 8:05:35;04.08.2017 7:58:11;528,93;591,56;62,63;0
12;92;5;03.08.2017 8:05:35;04.08.2017 7:58:11;986,37;1178,75;192,38;0
12;92;6;03.08.2017 8:05:35;04.08.2017 7:58:11;239,19;239,19;0;0
12;92;7;03.08.2017 8:05:35;04.08.2017 7:58:11;2568,77;2922,44;353,67;0
12;92;8;03.08.2017 8:05:35;04.08.2017 7:58:11;491,3;660,02;168,72;0
12;92;9;03.08.2017 8:05:35;04.08.2017 7:58:11;55,5;55,5;0;0
12;92;10;03.08.2017 8:05:35;04.08.2017 7:58:11;95,16;110,65;15,49;0
12;60;7;03.08.2017 8:05:35;04.08.2017 7:58:11;79,03;79,03;0;0
12;60;8;03.08.2017 8:05:35;04.08.2017 7:58:11;250,86;319,34;68,48;0
12;60;9;03.08.2017 8:05:35;04.08.2017 7:58:11;133,51;133,51;0;0
12;60;10;03.08.2017 8:05:35;04.08.2017 7:58:11;114,58;114,58;0;0
12;50;5;03.08.2017 8:05:35;04.08.2017 7:58:11;18,57;18,57;0;0
12;50;6;03.08.2017 8:05:35;04.08.2017 7:58:11;71,06;94,83;23,77;0
12;22;1;03.08.2017 8:05:35;04.08.2017 7:58:11;1827,14;2069,8;242,66;0
12;22;2;03.08.2017 8:05:35;04.08.2017 7:58:11;339,19;339,19;0;0
12;22;3;03.08.2017 8:05:35;04.08.2017 7:58:11;4568,59;5621,62;1053,03;0
12;22;4;03.08.2017 8:05:35;04.08.2017 7:58:11;0;0;0;0
13;95;5;04.08.2017 7:58:38;05.08.2017 8:00:52;377,39;386,34;8,95;0
13;95;6;04.08.2017 7:58:38;05.08.2017 8:00:52;172,51;172,51;0;0
13;95;7;04.08.2017 7:58:38;05.08.2017 8:00:52;893,61;1127,55;233,94;0
13;95;8;04.08.2017 7:58:38;05.08.2017 8:00:52;591,56;632,53;40,97;0
13;92;5;04.08.2017 7:58:38;05.08.2017 8:00:52;1178,75;1255,27;76,52;0
13;92;6;04.08.2017 7:58:38;05.08.2017 8:00:52;239,19;253,27;14,08;0
13;92;7;04.08.2017 7:58:38;05.08.2017 8:00:52;2922,44;3405,1;482,66;0
13;92;8;04.08.2017 7:58:38;05.08.2017 8:00:52;660,02;740,66;80,64;0
13;92;9;04.08.2017 7:58:38;05.08.2017 8:00:52;55,5;76,62;21,12;0
13;92;10;04.08.2017 7:58:38;05.08.2017 8:00:52;110,65;130,81;20,16;0
13;60;7;04.08.2017 7:58:38;05.08.2017 8:00:52;79,03;107,27;28,24;0
13;60;8;04.08.2017 7:58:38;05.08.2017 8:00:52;319,34;319,34;0;0
13;60;9;04.08.2017 7:58:38;05.08.2017 8:00:52;133,51;189,14;55,63;0
13;60;10;04.08.2017 7:58:38;05.08.2017 8:00:52;114,58;114,58;0;0
13;50;5;04.08.2017 7:58:38;05.08.2017 8:00:52;18,57;24,28;5,71;0
13;50;6;04.08.2017 7:58:38;05.08.2017 8:00:52;94,83;94,83;0;0
13;22;1;04.08.2017 7:58:38;05.08.2017 8:00:52;2069,8;2443,03;373,23;0
